table,field,type,required,primary_source,model_use,known_at_rule,description,leakage_risk
rosters,snapshot_utc,timestamp,yes,nflverse,2026 priors/pregame,snapshot_utc,Roster field snapshot_utc.,Use exact snapshot.
rosters,season,int,yes,nflverse,2026 priors/pregame,snapshot_utc,Roster field season.,Use exact snapshot.
rosters,week,string,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field week.,Use exact snapshot.
rosters,team_id,string,yes,nflverse,2026 priors/pregame,snapshot_utc,Roster field team_id.,Use exact snapshot.
rosters,player_id,string,yes,nflverse,2026 priors/pregame,snapshot_utc,Roster field player_id.,Use exact snapshot.
rosters,player_name,string,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field player_name.,Use exact snapshot.
rosters,position,string,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field position.,Use exact snapshot.
rosters,position_group,string,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field position_group.,Use exact snapshot.
rosters,roster_status,string,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field roster_status.,Use exact snapshot.
rosters,active_roster_flag,bool,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field active_roster_flag.,Use exact snapshot.
rosters,practice_squad_flag,bool,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field practice_squad_flag.,Use exact snapshot.
rosters,injured_reserve_flag,bool,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field injured_reserve_flag.,Use exact snapshot.
rosters,pup_flag,bool,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field pup_flag.,Use exact snapshot.
rosters,suspended_flag,bool,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field suspended_flag.,Use exact snapshot.
rosters,transaction_date,date,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field transaction_date.,Use exact snapshot.
rosters,transaction_type,string,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field transaction_type.,Use exact snapshot.
rosters,previous_team_id,string,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field previous_team_id.,Use exact snapshot.
rosters,source_name,string,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field source_name.,Use exact snapshot.
rosters,source_retrieved_at_utc,timestamp,no,nflverse,2026 priors/pregame,snapshot_utc,Roster field source_retrieved_at_utc.,Use exact snapshot.
depth_charts,snapshot_utc,timestamp,yes,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field snapshot_utc.,"2025+ is timestamped, not week-assigned."
depth_charts,season,int,no,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field season.,"2025+ is timestamped, not week-assigned."
depth_charts,week,string,no,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field week.,"2025+ is timestamped, not week-assigned."
depth_charts,team_id,string,yes,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field team_id.,"2025+ is timestamped, not week-assigned."
depth_charts,player_id,string,yes,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field player_id.,"2025+ is timestamped, not week-assigned."
depth_charts,position,string,no,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field position.,"2025+ is timestamped, not week-assigned."
depth_charts,position_group,string,no,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field position_group.,"2025+ is timestamped, not week-assigned."
depth_charts,depth_chart_position,string,no,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field depth_chart_position.,"2025+ is timestamped, not week-assigned."
depth_charts,depth_chart_order,int,no,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field depth_chart_order.,"2025+ is timestamped, not week-assigned."
depth_charts,starter_flag,bool,no,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field starter_flag.,"2025+ is timestamped, not week-assigned."
depth_charts,source_name,string,no,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field source_name.,"2025+ is timestamped, not week-assigned."
depth_charts,source_retrieved_at_utc,timestamp,no,nflverse,pregame/2026 priors,snapshot_utc,Depth chart field source_retrieved_at_utc.,"2025+ is timestamped, not week-assigned."
snap_counts,game_id,string,yes,nflverse,pregame/2026 priors,after game publication,Snap field game_id.,Current game excluded.
snap_counts,season,int,no,nflverse,pregame/2026 priors,after game publication,Snap field season.,Current game excluded.
snap_counts,week,string,no,nflverse,pregame/2026 priors,after game publication,Snap field week.,Current game excluded.
snap_counts,team_id,string,yes,nflverse,pregame/2026 priors,after game publication,Snap field team_id.,Current game excluded.
snap_counts,player_id,string,yes,nflverse,pregame/2026 priors,after game publication,Snap field player_id.,Current game excluded.
snap_counts,offensive_snaps,int,no,nflverse,pregame/2026 priors,after game publication,Snap field offensive_snaps.,Current game excluded.
snap_counts,defensive_snaps,int,no,nflverse,pregame/2026 priors,after game publication,Snap field defensive_snaps.,Current game excluded.
snap_counts,special_teams_snaps,int,no,nflverse,pregame/2026 priors,after game publication,Snap field special_teams_snaps.,Current game excluded.
snap_counts,offensive_snap_pct,float,no,nflverse,pregame/2026 priors,after game publication,Snap field offensive_snap_pct.,Current game excluded.
snap_counts,defensive_snap_pct,float,no,nflverse,pregame/2026 priors,after game publication,Snap field defensive_snap_pct.,Current game excluded.
snap_counts,special_teams_snap_pct,float,no,nflverse,pregame/2026 priors,after game publication,Snap field special_teams_snap_pct.,Current game excluded.
snap_counts,feature_available_at_utc,timestamp,no,nflverse,pregame/2026 priors,after game publication,Snap field feature_available_at_utc.,Current game excluded.
snap_counts,source_name,string,no,nflverse,pregame/2026 priors,after game publication,Snap field source_name.,Current game excluded.
snap_counts,source_retrieved_at_utc,timestamp,no,nflverse,pregame/2026 priors,after game publication,Snap field source_retrieved_at_utc.,Current game excluded.
injuries,season,int,yes,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field season.,Never backfill a later designation into an earlier snapshot.
injuries,season_type,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field season_type.,Never backfill a later designation into an earlier snapshot.
injuries,week,string,yes,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field week.,Never backfill a later designation into an earlier snapshot.
injuries,game_id,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field game_id.,Never backfill a later designation into an earlier snapshot.
injuries,team_id,string,yes,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field team_id.,Never backfill a later designation into an earlier snapshot.
injuries,provider_team_id,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field provider_team_id.,Never backfill a later designation into an earlier snapshot.
injuries,player_id,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field player_id.,Never backfill a later designation into an earlier snapshot.
injuries,player_sr_id,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field player_sr_id.,Never backfill a later designation into an earlier snapshot.
injuries,player_name,string,yes,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field player_name.,Never backfill a later designation into an earlier snapshot.
injuries,position,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field position.,Never backfill a later designation into an earlier snapshot.
injuries,injury_primary,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field injury_primary.,Never backfill a later designation into an earlier snapshot.
injuries,injury_description,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field injury_description.,Never backfill a later designation into an earlier snapshot.
injuries,practice_status_raw,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field practice_status_raw.,Never backfill a later designation into an earlier snapshot.
injuries,practice_status,enum,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field practice_status.,Never backfill a later designation into an earlier snapshot.
injuries,game_status_raw,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field game_status_raw.,Never backfill a later designation into an earlier snapshot.
injuries,game_status,enum,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field game_status.,Never backfill a later designation into an earlier snapshot.
injuries,status_date_utc,timestamp,yes,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field status_date_utc.,Never backfill a later designation into an earlier snapshot.
injuries,report_type,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field report_type.,Never backfill a later designation into an earlier snapshot.
injuries,estimated_return_date,timestamp,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field estimated_return_date.,Never backfill a later designation into an earlier snapshot.
injuries,inactive_flag,bool,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field inactive_flag.,Never backfill a later designation into an earlier snapshot.
injuries,inactive_announcement_utc,timestamp,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field inactive_announcement_utc.,Never backfill a later designation into an earlier snapshot.
injuries,return_to_practice_flag,bool,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field return_to_practice_flag.,Never backfill a later designation into an earlier snapshot.
injuries,days_on_report,int,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field days_on_report.,Never backfill a later designation into an earlier snapshot.
injuries,consecutive_dnp_days,int,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field consecutive_dnp_days.,Never backfill a later designation into an earlier snapshot.
injuries,depth_chart_order,int,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field depth_chart_order.,Never backfill a later designation into an earlier snapshot.
injuries,expected_snap_reduction,float,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field expected_snap_reduction.,Never backfill a later designation into an earlier snapshot.
injuries,availability_probability,float,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field availability_probability.,Never backfill a later designation into an earlier snapshot.
injuries,source_page_url,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field source_page_url.,Never backfill a later designation into an earlier snapshot.
injuries,source_name,string,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field source_name.,Never backfill a later designation into an earlier snapshot.
injuries,source_retrieved_at_utc,timestamp,no,nflverse 2020-24; NFL/Sportradar 2025-26,all,status_date_utc,Injury field source_retrieved_at_utc.,Never backfill a later designation into an earlier snapshot.
weather_forecasts,game_id,string,yes,forecast provider,totals/ATS,forecast_issued_utc,Forecast field game_id.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,stadium_id,string,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field stadium_id.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,forecast_provider,string,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field forecast_provider.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,forecast_model,string,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field forecast_model.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,forecast_run_utc,timestamp,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field forecast_run_utc.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,forecast_issued_utc,timestamp,yes,forecast provider,totals/ATS,forecast_issued_utc,Forecast field forecast_issued_utc.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,forecast_valid_utc,timestamp,yes,forecast provider,totals/ATS,forecast_issued_utc,Forecast field forecast_valid_utc.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,lead_time_hours,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field lead_time_hours.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,temperature_f,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field temperature_f.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,apparent_temperature_f,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field apparent_temperature_f.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,dewpoint_f,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field dewpoint_f.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,relative_humidity,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field relative_humidity.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,wind_speed_mph,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field wind_speed_mph.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,wind_gust_mph,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field wind_gust_mph.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,wind_direction_degrees,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field wind_direction_degrees.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,precipitation_probability,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field precipitation_probability.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,precipitation_amount_inches,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field precipitation_amount_inches.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,snowfall_inches,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field snowfall_inches.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,visibility_miles,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field visibility_miles.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,surface_pressure_hpa,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field surface_pressure_hpa.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,weather_code,string,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field weather_code.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,thunderstorm_probability,float,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field thunderstorm_probability.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,expected_roof_status,string,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field expected_roof_status.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,source_name,string,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field source_name.,Observed weather cannot replace historical forecast without proxy flag.
weather_forecasts,source_retrieved_at_utc,timestamp,no,forecast provider,totals/ATS,forecast_issued_utc,Forecast field source_retrieved_at_utc.,Observed weather cannot replace historical forecast without proxy flag.
weather_observations,game_id,string,yes,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field game_id.,Postgame observation is not a pregame feature.
weather_observations,observation_utc,timestamp,yes,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field observation_utc.,Postgame observation is not a pregame feature.
weather_observations,station_id,string,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field station_id.,Postgame observation is not a pregame feature.
weather_observations,distance_from_stadium_miles,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field distance_from_stadium_miles.,Postgame observation is not a pregame feature.
weather_observations,temperature_f,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field temperature_f.,Postgame observation is not a pregame feature.
weather_observations,dewpoint_f,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field dewpoint_f.,Postgame observation is not a pregame feature.
weather_observations,relative_humidity,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field relative_humidity.,Postgame observation is not a pregame feature.
weather_observations,wind_speed_mph,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field wind_speed_mph.,Postgame observation is not a pregame feature.
weather_observations,wind_gust_mph,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field wind_gust_mph.,Postgame observation is not a pregame feature.
weather_observations,wind_direction_degrees,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field wind_direction_degrees.,Postgame observation is not a pregame feature.
weather_observations,precipitation_inches,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field precipitation_inches.,Postgame observation is not a pregame feature.
weather_observations,snowfall_inches,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field snowfall_inches.,Postgame observation is not a pregame feature.
weather_observations,visibility_miles,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field visibility_miles.,Postgame observation is not a pregame feature.
weather_observations,surface_pressure_hpa,float,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field surface_pressure_hpa.,Postgame observation is not a pregame feature.
weather_observations,weather_code,string,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field weather_code.,Postgame observation is not a pregame feature.
weather_observations,source_name,string,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field source_name.,Postgame observation is not a pregame feature.
weather_observations,source_retrieved_at_utc,timestamp,no,NOAA/Spreadspoke,research/forecast error,observation_utc,Observed weather field source_retrieved_at_utc.,Postgame observation is not a pregame feature.
coaching,snapshot_utc,timestamp,yes,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field snapshot_utc.,Use only information announced by snapshot.
coaching,season,int,yes,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field season.,Use only information announced by snapshot.
coaching,week,string,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field week.,Use only information announced by snapshot.
coaching,team_id,string,yes,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field team_id.,Use only information announced by snapshot.
coaching,head_coach_id,string,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field head_coach_id.,Use only information announced by snapshot.
coaching,offensive_coordinator_id,string,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field offensive_coordinator_id.,Use only information announced by snapshot.
coaching,defensive_coordinator_id,string,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field defensive_coordinator_id.,Use only information announced by snapshot.
coaching,offensive_playcaller_id,string,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field offensive_playcaller_id.,Use only information announced by snapshot.
coaching,defensive_playcaller_id,string,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field defensive_playcaller_id.,Use only information announced by snapshot.
coaching,head_coach_tenure_games,int,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field head_coach_tenure_games.,Use only information announced by snapshot.
coaching,offensive_coordinator_tenure_games,int,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field offensive_coordinator_tenure_games.,Use only information announced by snapshot.
coaching,defensive_coordinator_tenure_games,int,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field defensive_coordinator_tenure_games.,Use only information announced by snapshot.
coaching,new_head_coach_flag,bool,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field new_head_coach_flag.,Use only information announced by snapshot.
coaching,new_offensive_coordinator_flag,bool,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field new_offensive_coordinator_flag.,Use only information announced by snapshot.
coaching,new_defensive_coordinator_flag,bool,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field new_defensive_coordinator_flag.,Use only information announced by snapshot.
coaching,offensive_scheme_family,string,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field offensive_scheme_family.,Use only information announced by snapshot.
coaching,defensive_scheme_family,string,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field defensive_scheme_family.,Use only information announced by snapshot.
coaching,prior_team_id,string,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field prior_team_id.,Use only information announced by snapshot.
coaching,coach_offensive_residual_prior,float,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field coach_offensive_residual_prior.,Use only information announced by snapshot.
coaching,coach_defensive_residual_prior,float,no,nflverse/manual,2026 priors/pregame,announcement/snapshot time,Coaching field coach_defensive_residual_prior.,Use only information announced by snapshot.
season_priors,prior_season,int,yes,derived,2026 priors,as_of_utc,Prior output field prior_season.,Freeze before target-season outcomes.
season_priors,as_of_utc,timestamp,yes,derived,2026 priors,as_of_utc,Prior output field as_of_utc.,Freeze before target-season outcomes.
season_priors,entity_type,enum,yes,derived,2026 priors,as_of_utc,Prior output field entity_type.,Freeze before target-season outcomes.
season_priors,entity_id,string,yes,derived,2026 priors,as_of_utc,Prior output field entity_id.,Freeze before target-season outcomes.
season_priors,component,string,yes,derived,2026 priors,as_of_utc,Prior output field component.,Freeze before target-season outcomes.
season_priors,prior_mean,float,yes,derived,2026 priors,as_of_utc,Prior output field prior_mean.,Freeze before target-season outcomes.
season_priors,prior_standard_deviation,float,yes,derived,2026 priors,as_of_utc,Prior output field prior_standard_deviation.,Freeze before target-season outcomes.
season_priors,effective_sample_size,float,yes,derived,2026 priors,as_of_utc,Prior output field effective_sample_size.,Freeze before target-season outcomes.
season_priors,regression_weight,float,yes,derived,2026 priors,as_of_utc,Prior output field regression_weight.,Freeze before target-season outcomes.
season_priors,league_mean,float,yes,derived,2026 priors,as_of_utc,Prior output field league_mean.,Freeze before target-season outcomes.
season_priors,season_2025_weight,float,yes,derived,2026 priors,as_of_utc,Prior output field season_2025_weight.,Freeze before target-season outcomes.
season_priors,season_2024_weight,float,yes,derived,2026 priors,as_of_utc,Prior output field season_2024_weight.,Freeze before target-season outcomes.
season_priors,season_2023_weight,float,yes,derived,2026 priors,as_of_utc,Prior output field season_2023_weight.,Freeze before target-season outcomes.
season_priors,returning_snap_adjustment,float,yes,derived,2026 priors,as_of_utc,Prior output field returning_snap_adjustment.,Freeze before target-season outcomes.
season_priors,qb_change_adjustment,float,yes,derived,2026 priors,as_of_utc,Prior output field qb_change_adjustment.,Freeze before target-season outcomes.
season_priors,coaching_adjustment,float,yes,derived,2026 priors,as_of_utc,Prior output field coaching_adjustment.,Freeze before target-season outcomes.
season_priors,age_curve_adjustment,float,yes,derived,2026 priors,as_of_utc,Prior output field age_curve_adjustment.,Freeze before target-season outcomes.
season_priors,injury_uncertainty_adjustment,float,yes,derived,2026 priors,as_of_utc,Prior output field injury_uncertainty_adjustment.,Freeze before target-season outcomes.
season_priors,market_prior_adjustment,float,yes,derived,2026 priors,as_of_utc,Prior output field market_prior_adjustment.,Freeze before target-season outcomes.
season_priors,model_version,string,yes,derived,2026 priors,as_of_utc,Prior output field model_version.,Freeze before target-season outcomes.
season_priors,training_cutoff_utc,timestamp,yes,derived,2026 priors,as_of_utc,Prior output field training_cutoff_utc.,Freeze before target-season outcomes.
season_priors,source_manifest_hash,string,yes,derived,2026 priors,as_of_utc,Prior output field source_manifest_hash.,Freeze before target-season outcomes.
